No,year,month,day,hour,season,pm,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,air quality level
29557,2013,5,16,12,1,32.0,8.0,33.92,1018.0,25.0,1,30.0,0.0,0.0,2
29558,2013,5,16,13,1,21.0,8.0,31.97,1017.0,26.0,1,34.0,0.0,0.0,2
29559,2013,5,16,14,1,15.0,7.0,28.15,1016.0,27.0,1,37.0,0.0,0.0,2
29560,2013,5,16,15,1,12.0,1.0,17.42,1015.0,28.0,3,2.0,0.0,0.0,1
29561,2013,5,16,16,1,13.0,1.0,17.42,1014.0,28.0,1,2.0,0.0,0.0,2
29562,2013,5,16,17,1,12.0,1.0,18.46,1014.0,27.0,4,1.0,0.0,0.0,1
29563,2013,5,16,18,1,15.0,1.0,18.46,1014.0,27.0,2,1.0,0.0,0.0,2
29564,2013,5,16,19,1,42.0,3.0,25.45,1014.0,24.0,4,1.0,0.0,0.0,3
29565,2013,5,16,20,1,75.0,6.0,40.04,1014.0,20.0,4,2.0,0.0,0.0,4
29566,2013,5,16,21,1,53.0,9.0,43.47,1015.0,22.0,4,6.0,0.0,0.0,3
29567,2013,5,16,22,1,51.0,10.0,52.56,1016.0,20.0,4,9.0,0.0,0.0,3
29569,2013,5,17,0,1,46.0,10.0,55.93,1016.0,19.0,4,17.0,0.0,0.0,3
29570,2013,5,17,1,1,52.0,9.0,55.67,1016.0,18.0,4,19.0,0.0,0.0,3
29572,2013,5,17,3,1,95.0,10.0,63.41,1014.0,17.0,3,4.0,0.0,0.0,4
29573,2013,5,17,4,1,74.0,10.0,67.57,1014.0,16.0,3,7.0,0.0,0.0,4
29574,2013,5,17,5,1,61.0,9.0,63.18,1014.0,16.0,4,2.0,0.0,0.0,4
29575,2013,5,17,6,1,37.0,9.0,55.67,1014.0,18.0,4,5.0,0.0,0.0,3
29579,2013,5,17,10,1,26.0,8.0,38.24,1013.0,23.0,4,37.0,0.0,0.0,2
29580,2013,5,17,11,1,46.0,8.0,36.0,1013.0,24.0,4,45.0,0.0,0.0,3
29581,2013,5,17,12,1,45.0,10.0,38.82,1012.0,25.0,4,53.0,0.0,0.0,3
29582,2013,5,17,13,1,46.0,12.0,49.97,1012.0,23.0,4,62.0,0.0,0.0,3
29584,2013,5,17,15,1,58.0,11.0,46.78,1011.0,23.0,4,81.0,0.0,0.0,4
29585,2013,5,17,16,1,69.0,12.0,53.1,1011.0,22.0,4,90.0,0.0,0.0,4
29586,2013,5,17,17,1,82.0,13.0,60.27,1010.0,21.0,4,98.0,0.0,0.0,4
29587,2013,5,17,18,1,90.0,13.0,60.27,1010.0,21.0,4,105.0,0.0,0.0,4
29588,2013,5,17,19,1,80.0,13.0,64.09,1010.0,20.0,4,110.0,0.0,0.0,4
29589,2013,5,17,20,1,76.0,13.0,68.2,1010.0,19.0,4,116.0,0.0,0.0,4
29591,2013,5,17,22,1,82.0,13.0,77.32,1011.0,17.0,4,124.0,0.0,0.0,4
29593,2013,5,18,0,1,84.0,13.0,82.4,1011.0,16.0,4,130.0,0.0,0.0,4
29595,2013,5,18,2,1,71.0,12.0,77.17,1010.0,16.0,4,136.0,0.0,0.0,4
29596,2013,5,18,3,1,80.0,12.0,77.17,1010.0,16.0,4,140.0,0.0,0.0,4
29597,2013,5,18,4,1,82.0,12.0,77.17,1009.0,16.0,4,143.0,0.0,0.0,4
29599,2013,5,18,6,1,68.0,12.0,72.42,1009.0,17.0,4,148.0,0.0,0.0,4
29600,2013,5,18,7,1,66.0,12.0,67.99,1009.0,18.0,4,152.0,0.0,0.0,4
29601,2013,5,18,8,1,74.0,12.0,63.87,1009.0,19.0,4,158.0,0.0,0.0,4
29602,2013,5,18,9,1,97.0,13.0,68.2,1009.0,19.0,4,165.0,0.0,0.0,4
29603,2013,5,18,10,1,48.0,12.0,56.44,1008.0,21.0,4,174.0,0.0,0.0,3
29604,2013,5,18,11,1,39.0,13.0,60.27,1008.0,21.0,4,183.0,0.0,0.0,3
29605,2013,5,18,12,1,35.0,12.0,56.44,1008.0,21.0,4,193.0,0.0,0.0,2
29606,2013,5,18,13,1,39.0,13.0,60.27,1007.0,21.0,4,201.0,0.0,0.0,3
29607,2013,5,18,14,1,62.0,13.0,60.27,1007.0,21.0,4,207.0,0.0,0.0,4
29609,2013,5,18,16,1,83.0,10.0,49.42,1005.0,21.0,4,220.0,0.0,0.0,4
29610,2013,5,18,17,1,82.0,11.0,52.83,1005.0,21.0,4,224.0,0.0,0.0,4
29611,2013,5,18,18,1,64.0,10.0,52.56,1005.0,20.0,4,228.0,0.0,0.0,4
29613,2013,5,18,20,1,91.0,10.0,59.54,1005.0,18.0,4,234.0,0.0,0.0,4
29615,2013,5,18,22,1,90.0,13.0,87.84,1005.0,15.0,4,238.0,0.0,0.0,4
29616,2013,5,18,23,1,87.0,13.0,87.84,1004.0,15.0,4,241.0,0.0,0.0,4
29617,2013,5,19,0,1,75.0,13.0,87.84,1004.0,15.0,4,244.0,0.0,0.0,4
29619,2013,5,19,2,1,67.0,13.0,87.84,1003.0,15.0,4,252.0,0.0,0.0,4
29620,2013,5,19,3,1,67.0,13.0,87.84,1002.0,15.0,4,255.0,0.0,0.0,4
29621,2013,5,19,4,1,116.0,12.0,87.75,1002.0,14.0,4,259.0,0.0,0.0,4
29622,2013,5,19,5,1,138.0,12.0,93.65,1001.0,13.0,4,261.0,0.0,0.0,4
29623,2013,5,19,6,1,124.0,12.0,87.75,1000.0,14.0,3,2.0,0.0,0.0,4
29624,2013,5,19,7,1,108.0,12.0,77.17,999.0,16.0,4,4.0,0.0,0.0,4
29625,2013,5,19,8,1,100.0,12.0,72.42,999.0,17.0,4,8.0,0.0,0.0,4
29626,2013,5,19,9,1,100.0,12.0,67.99,999.0,18.0,4,13.0,0.0,0.0,4
29627,2013,5,19,10,1,68.0,12.0,60.03,998.0,20.0,4,19.0,0.0,0.0,4
29629,2013,5,19,12,1,40.0,10.0,49.42,996.0,21.0,4,33.0,0.0,0.0,3
29631,2013,5,19,14,1,50.0,11.0,52.83,994.0,21.0,4,44.0,0.0,0.0,3
29633,2013,5,19,16,1,43.0,9.0,49.15,993.0,20.0,4,62.0,4.4,4.4,3
29635,2013,5,19,18,1,52.0,12.0,93.65,995.0,13.0,4,2.0,0.0,0.0,3
29636,2013,5,19,19,1,52.0,12.0,87.75,997.0,14.0,4,4.0,0.0,0.0,3
29638,2013,5,19,21,1,78.0,12.0,93.65,997.0,13.0,4,8.0,0.0,0.0,4
29641,2013,5,20,0,1,50.0,11.0,87.66,997.0,13.0,4,24.0,0.0,0.0,3
29642,2013,5,20,1,1,10.0,8.0,71.66,997.0,13.0,4,29.0,0.0,0.0,1
29649,2013,5,20,8,1,8.0,4.0,42.02,997.0,17.0,4,67.0,0.0,0.0,1
29650,2013,5,20,9,1,6.0,-1.0,25.89,998.0,19.0,4,77.0,0.0,0.0,1
29653,2013,5,20,12,1,11.0,-2.0,21.26,998.0,21.0,4,106.0,0.0,0.0,1
29654,2013,5,20,13,1,7.0,-5.0,15.03,998.0,23.0,4,115.0,0.0,0.0,1
29656,2013,5,20,15,1,9.0,-6.0,13.93,997.0,23.0,4,135.0,0.0,0.0,1
29658,2013,5,20,17,1,17.0,-5.0,15.03,997.0,23.0,4,4.0,0.0,0.0,2
29660,2013,5,20,19,1,32.0,-3.0,20.99,998.0,20.0,4,17.0,0.0,0.0,2
29663,2013,5,20,22,1,50.0,-2.0,27.27,999.0,17.0,4,26.0,0.0,0.0,3
29664,2013,5,20,23,1,45.0,-3.0,25.32,998.0,17.0,4,30.0,0.0,0.0,3
29665,2013,5,21,0,1,40.0,-3.0,23.77,998.0,18.0,4,34.0,0.0,0.0,3
29666,2013,5,21,1,1,41.0,-1.0,29.35,997.0,17.0,4,38.0,0.0,0.0,3
29667,2013,5,21,2,1,41.0,0.0,31.58,997.0,17.0,4,42.0,0.0,0.0,3
29668,2013,5,21,3,1,40.0,0.0,29.65,996.0,18.0,4,49.0,0.0,0.0,3
29669,2013,5,21,4,1,50.0,0.0,29.65,997.0,18.0,4,55.0,0.0,0.0,3
29670,2013,5,21,5,1,64.0,1.0,31.87,997.0,18.0,4,59.0,0.0,0.0,4
29671,2013,5,21,6,1,65.0,1.0,31.87,997.0,18.0,4,63.0,0.0,0.0,4
29672,2013,5,21,7,1,69.0,1.0,28.14,999.0,20.0,4,68.0,0.0,0.0,4
29674,2013,5,21,9,1,50.0,4.0,30.81,1000.0,22.0,4,85.0,0.0,0.0,3
29675,2013,5,21,10,1,49.0,6.0,37.65,1001.0,21.0,4,94.0,0.0,0.0,3
29676,2013,5,21,11,1,36.0,8.0,40.63,1001.0,22.0,4,101.0,0.0,0.0,3
29677,2013,5,21,12,1,33.0,7.0,37.95,1001.0,22.0,4,106.0,0.0,0.0,2
29678,2013,5,21,13,1,19.0,7.0,33.63,1002.0,24.0,4,111.0,0.0,0.0,2
29679,2013,5,21,14,1,10.0,6.0,31.39,1002.0,24.0,4,114.0,0.0,0.0,1
29680,2013,5,21,15,1,9.0,5.0,27.59,1002.0,25.0,4,117.0,0.0,0.0,1
29682,2013,5,21,17,1,18.0,-1.0,17.97,1002.0,25.0,2,8.0,0.0,0.0,2
29683,2013,5,21,18,1,18.0,3.0,25.45,1003.0,24.0,4,2.0,0.0,0.0,2
29684,2013,5,21,19,1,18.0,6.0,37.65,1004.0,21.0,4,4.0,0.0,0.0,2
29687,2013,5,21,22,1,18.0,5.0,48.03,1007.0,16.0,1,10.0,0.0,0.0,2
29688,2013,5,21,23,1,18.0,5.0,48.03,1008.0,16.0,3,2.0,0.0,0.0,2
29690,2013,5,22,1,1,18.0,9.0,76.68,1009.0,13.0,3,6.0,0.0,0.0,2
29692,2013,5,22,3,1,18.0,9.0,81.88,1009.0,12.0,3,2.0,0.0,0.0,2
29695,2013,5,22,6,1,18.0,10.0,82.01,1011.0,13.0,1,1.0,0.0,0.0,2
29696,2013,5,22,7,1,18.0,11.0,77.01,1012.0,15.0,3,2.0,0.0,0.0,2
29698,2013,5,22,9,1,109.0,8.0,43.19,1012.0,21.0,1,3.0,0.0,0.0,4
29701,2013,5,22,12,1,18.0,4.0,25.72,1011.0,25.0,1,12.0,0.0,0.0,2
29703,2013,5,22,14,1,17.0,4.0,24.24,1011.0,26.0,2,7.0,0.0,0.0,2
29704,2013,5,22,15,1,17.0,2.0,19.84,1010.0,27.0,3,1.0,0.0,0.0,2
29705,2013,5,22,16,1,17.0,2.0,19.84,1010.0,27.0,1,2.0,0.0,0.0,2
29706,2013,5,22,17,1,21.0,2.0,19.84,1010.0,27.0,2,2.0,0.0,0.0,2
29707,2013,5,22,18,1,18.0,2.0,22.32,1010.0,25.0,1,3.0,0.0,0.0,2
29708,2013,5,22,19,1,22.0,2.0,23.7,1011.0,24.0,2,2.0,0.0,0.0,2
29715,2013,5,23,2,1,129.0,7.0,71.47,1012.0,12.0,4,1.0,0.0,0.0,4
29717,2013,5,23,4,1,101.0,7.0,76.35,1012.0,11.0,1,3.0,0.0,0.0,4
29718,2013,5,23,5,1,84.0,7.0,81.61,1012.0,10.0,4,2.0,0.0,0.0,4
29719,2013,5,23,6,1,107.0,9.0,71.85,1012.0,14.0,3,2.0,0.0,0.0,4
29720,2013,5,23,7,1,168.0,8.0,52.02,1013.0,18.0,3,4.0,0.0,0.0,5
29721,2013,5,23,8,1,118.0,9.0,43.47,1013.0,22.0,3,6.0,0.0,0.0,4
29722,2013,5,23,9,1,76.0,7.0,31.68,1012.0,25.0,4,3.0,0.0,0.0,4
29723,2013,5,23,10,1,49.0,6.0,26.28,1012.0,27.0,4,7.0,0.0,0.0,3
29725,2013,5,23,12,1,69.0,7.0,23.66,1010.0,30.0,4,18.0,0.0,0.0,4
29726,2013,5,23,13,1,56.0,5.0,19.46,1009.0,31.0,4,25.0,0.0,0.0,4
29727,2013,5,23,14,1,32.0,7.0,22.35,1008.0,31.0,4,31.0,0.0,0.0,2
29728,2013,5,23,15,1,34.0,7.0,22.35,1008.0,31.0,4,38.0,0.0,0.0,2
29729,2013,5,23,16,1,32.0,8.0,23.93,1007.0,31.0,4,46.0,0.0,0.0,2
29730,2013,5,23,17,1,36.0,8.0,28.43,1007.0,28.0,4,53.0,0.0,0.0,3
29732,2013,5,23,19,1,48.0,9.0,34.21,1007.0,26.0,4,64.0,0.0,0.0,3
29733,2013,5,23,20,1,56.0,9.0,38.53,1008.0,24.0,4,67.0,0.0,0.0,4
29734,2013,5,23,21,1,59.0,9.0,43.47,1009.0,22.0,4,70.0,0.0,0.0,4
29736,2013,5,23,23,1,38.0,7.0,40.34,1009.0,21.0,3,2.0,0.0,0.0,3
29737,2013,5,24,0,1,42.0,5.0,33.05,1008.0,22.0,3,5.0,0.0,0.0,3
29739,2013,5,24,2,1,69.0,5.0,37.36,1009.0,20.0,4,2.0,0.0,0.0,4
29740,2013,5,24,3,1,137.0,4.0,34.83,1009.0,20.0,4,4.0,0.0,0.0,4
29742,2013,5,24,5,1,257.0,11.0,56.19,1011.0,20.0,4,10.0,0.0,0.0,6
29743,2013,5,24,6,1,214.0,14.0,68.4,1011.0,20.0,4,16.0,0.0,0.0,5
29745,2013,5,24,8,1,13.0,10.0,46.49,1013.0,22.0,2,7.0,0.0,0.0,2
29746,2013,5,24,9,1,8.0,8.0,38.24,1013.0,23.0,2,11.0,0.0,0.0,1
29747,2013,5,24,10,1,9.0,8.0,36.0,1013.0,24.0,2,15.0,0.0,0.0,1
29748,2013,5,24,11,1,18.0,9.0,43.47,1013.0,22.0,2,20.0,0.0,0.0,2
29749,2013,5,24,12,1,15.0,9.0,40.92,1014.0,23.0,2,23.0,0.0,0.0,2
29750,2013,5,24,13,1,9.0,9.0,40.92,1014.0,23.0,2,26.0,0.1,0.1,1
29751,2013,5,24,14,1,9.0,10.0,41.2,1014.0,24.0,1,4.0,0.0,0.0,1
29753,2013,5,24,16,1,22.0,8.0,33.92,1013.0,25.0,1,11.0,0.0,0.0,2
29755,2013,5,24,18,1,27.0,8.0,40.63,1013.0,22.0,1,3.0,0.0,0.0,2
29756,2013,5,24,19,1,26.0,7.0,37.95,1012.0,22.0,1,7.0,0.0,0.0,2
29758,2013,5,24,21,1,46.0,8.0,48.87,1013.0,19.0,1,14.0,0.0,0.0,3
29761,2013,5,25,0,1,63.0,10.0,59.54,1013.0,18.0,1,21.0,0.0,0.0,4
29763,2013,5,25,2,1,152.0,11.0,63.64,1012.0,18.0,1,23.0,0.0,0.0,5
29767,2013,5,25,6,1,155.0,14.0,82.52,1012.0,17.0,3,1.0,0.0,0.0,5
29769,2013,5,25,8,1,122.0,15.0,68.61,1012.0,21.0,1,2.0,0.0,0.0,4
29771,2013,5,25,10,1,71.0,13.0,44.61,1012.0,26.0,3,2.0,0.0,0.0,4
29772,2013,5,25,11,1,50.0,10.0,34.49,1012.0,27.0,4,4.0,0.0,0.0,3
29773,2013,5,25,12,1,40.0,13.0,39.67,1011.0,28.0,4,8.0,0.0,0.0,3
29774,2013,5,25,13,1,67.0,13.0,39.67,1011.0,28.0,4,13.0,0.0,0.0,4
29775,2013,5,25,14,1,76.0,15.0,45.16,1010.0,28.0,4,17.0,0.0,0.0,4
29777,2013,5,25,16,1,83.0,14.0,42.34,1009.0,28.0,3,3.0,0.0,0.0,4
29779,2013,5,25,18,1,108.0,13.0,39.67,1009.0,28.0,4,10.0,0.0,0.0,4
29780,2013,5,25,19,1,73.0,14.0,50.51,1010.0,25.0,4,15.0,0.0,0.0,4
29782,2013,5,25,21,1,65.0,13.0,53.36,1012.0,23.0,4,24.0,0.0,0.0,4
29783,2013,5,25,22,1,90.0,13.0,60.27,1012.0,21.0,4,27.0,0.0,0.0,4
29784,2013,5,25,23,1,71.0,12.0,60.03,1012.0,20.0,4,29.0,0.0,0.0,4
29785,2013,5,26,0,1,72.0,11.0,56.19,1012.0,20.0,3,3.0,0.0,0.0,4
29786,2013,5,26,1,1,77.0,12.0,60.03,1011.0,20.0,3,6.0,0.0,0.0,4
29788,2013,5,26,3,1,82.0,12.0,63.87,1011.0,19.0,3,10.0,0.0,0.0,4
29790,2013,5,26,5,1,72.0,11.0,63.64,1011.0,18.0,4,1.0,0.0,0.0,4
29791,2013,5,26,6,1,73.0,11.0,56.19,1011.0,20.0,3,2.0,0.0,0.0,4
29792,2013,5,26,7,1,76.0,11.0,49.7,1012.0,22.0,4,3.0,0.0,0.0,4
29794,2013,5,26,9,1,65.0,10.0,36.58,1012.0,26.0,4,12.0,0.0,0.0,4
29796,2013,5,26,11,1,67.0,9.0,32.25,1011.0,27.0,4,23.0,0.0,0.0,4
29797,2013,5,26,12,1,56.0,9.0,30.42,1011.0,28.0,4,28.0,0.0,0.0,4
29798,2013,5,26,13,1,50.0,8.0,26.83,1010.0,29.0,4,32.0,0.0,0.0,3
29800,2013,5,26,15,1,47.0,6.0,23.39,1010.0,29.0,4,45.0,0.0,0.0,3
29802,2013,5,26,17,1,68.0,9.0,34.21,1011.0,26.0,4,60.0,0.0,0.0,4
29804,2013,5,26,19,1,57.0,8.0,38.24,1012.0,23.0,4,74.0,0.0,0.0,4
29806,2013,5,26,21,1,73.0,10.0,49.42,1013.0,21.0,4,82.0,0.0,0.0,4
29808,2013,5,26,23,1,65.0,12.0,60.03,1013.0,20.0,4,3.0,0.0,0.0,4
29810,2013,5,27,1,1,66.0,12.0,60.03,1013.0,20.0,4,7.0,0.0,0.0,4
29811,2013,5,27,2,1,66.0,13.0,68.2,1012.0,19.0,3,2.0,0.0,0.0,4
29812,2013,5,27,3,1,75.0,13.0,68.2,1011.0,19.0,3,4.0,0.0,0.0,4
29813,2013,5,27,4,1,72.0,13.0,68.2,1011.0,19.0,4,1.0,0.0,0.0,4
29814,2013,5,27,5,1,55.0,13.0,68.2,1011.0,19.0,3,3.0,0.0,0.0,3
29816,2013,5,27,7,1,53.0,14.0,64.32,1010.0,21.0,4,3.0,0.0,0.0,3
29818,2013,5,27,9,1,32.0,12.0,53.1,1010.0,22.0,4,10.0,0.0,0.0,2
29819,2013,5,27,10,1,23.0,11.0,46.78,1009.0,23.0,4,16.0,0.0,0.0,2
29822,2013,5,27,13,1,26.0,12.0,49.97,1008.0,23.0,4,11.0,0.0,0.0,2
29823,2013,5,27,14,1,32.0,13.0,56.69,1007.0,22.0,4,17.0,0.0,0.0,2
29825,2013,5,27,16,1,24.0,12.0,49.97,1007.0,23.0,4,27.0,0.0,0.0,2
29826,2013,5,27,17,1,24.0,13.0,56.69,1006.0,22.0,4,31.0,0.0,0.0,2
29827,2013,5,27,18,1,27.0,13.0,56.69,1006.0,22.0,4,35.0,0.0,0.0,2
29828,2013,5,27,19,1,29.0,13.0,60.27,1005.0,21.0,3,3.0,0.0,0.0,2
29829,2013,5,27,20,1,34.0,13.0,68.2,1006.0,19.0,4,1.0,0.0,0.0,2
29832,2013,5,27,23,1,31.0,13.0,68.2,1005.0,19.0,3,3.0,0.0,0.0,2
29833,2013,5,28,0,1,34.0,13.0,77.32,1004.0,17.0,2,1.0,0.0,0.0,2
29835,2013,5,28,2,1,35.0,14.0,87.93,1003.0,16.0,4,0.0,0.0,0.0,2
29838,2013,5,28,5,1,29.0,15.0,82.65,1003.0,18.0,3,2.0,0.0,0.0,2
29839,2013,5,28,6,1,26.0,15.0,77.64,1004.0,19.0,3,3.0,0.0,0.0,2
29841,2013,5,28,8,1,16.0,15.0,64.54,1003.0,22.0,3,3.0,0.0,0.0,2
29842,2013,5,28,9,1,15.0,15.0,64.54,1003.0,22.0,4,3.0,0.0,0.0,2
29843,2013,5,28,10,1,15.0,15.0,64.54,1003.0,22.0,4,7.0,0.0,0.0,2
29844,2013,5,28,11,1,19.0,16.0,60.98,1003.0,24.0,4,10.0,0.0,0.0,2
29845,2013,5,28,12,1,20.0,15.0,53.88,1002.0,25.0,4,14.0,0.0,0.0,2
29846,2013,5,28,13,1,29.0,14.0,50.51,1001.0,25.0,4,17.0,0.0,0.0,2
29847,2013,5,28,14,1,30.0,15.0,53.88,1002.0,25.0,4,23.0,0.0,0.0,2
29850,2013,5,28,17,1,51.0,15.0,57.2,1002.0,24.0,4,40.0,0.0,0.0,3
29855,2013,5,28,22,1,55.0,16.0,77.79,1003.0,20.0,4,60.0,0.0,0.0,3
29858,2013,5,29,1,1,94.0,16.0,82.77,1001.0,19.0,4,73.0,0.2,0.2,4
29861,2013,5,29,4,1,146.0,16.0,88.11,1002.0,18.0,4,86.0,0.0,0.0,4
29862,2013,5,29,5,1,73.0,16.0,88.11,1003.0,18.0,4,90.0,0.0,0.0,4
29870,2013,5,29,13,1,7.0,3.0,23.97,1003.0,25.0,4,31.0,0.0,0.0,1
29874,2013,5,29,17,1,17.0,-1.0,16.93,1002.0,26.0,4,6.0,0.0,0.0,2
29876,2013,5,29,19,1,29.0,1.0,20.78,1003.0,25.0,4,17.0,0.0,0.0,2
29878,2013,5,29,21,1,35.0,6.0,40.04,1005.0,20.0,4,30.0,0.0,0.0,2
29879,2013,5,29,22,1,30.0,6.0,42.61,1005.0,19.0,4,34.0,0.0,0.0,2
29881,2013,5,30,0,1,58.0,5.0,45.07,1005.0,17.0,4,3.0,0.0,0.0,4
29882,2013,5,30,1,1,60.0,4.0,44.78,1005.0,16.0,4,5.0,0.0,0.0,4
29884,2013,5,30,3,1,78.0,4.0,47.74,1004.0,15.0,4,9.0,0.0,0.0,4
29887,2013,5,30,6,1,90.0,6.0,45.36,1005.0,18.0,4,17.0,0.0,0.0,4
29890,2013,5,30,9,1,48.0,4.0,25.72,1006.0,25.0,4,31.0,0.0,0.0,3
29892,2013,5,30,11,1,34.0,3.0,18.96,1005.0,29.0,4,42.0,0.0,0.0,2
29893,2013,5,30,12,1,30.0,4.0,19.21,1005.0,30.0,4,48.0,0.0,0.0,2
29895,2013,5,30,14,1,25.0,-1.0,12.68,1003.0,31.0,4,64.0,0.0,0.0,2
29897,2013,5,30,16,1,45.0,-1.0,12.68,1002.0,31.0,4,84.0,0.0,0.0,3
29898,2013,5,30,17,1,52.0,0.0,14.44,1002.0,30.0,4,93.0,0.0,0.0,3
29900,2013,5,30,19,1,77.0,8.0,33.92,1003.0,25.0,4,107.0,0.0,0.0,4
29902,2013,5,30,21,1,71.0,7.0,35.71,1004.0,23.0,4,118.0,0.0,0.0,4
29904,2013,5,30,23,1,67.0,5.0,29.29,1004.0,24.0,4,126.0,0.0,0.0,4
29906,2013,5,31,1,1,73.0,5.0,31.1,1003.0,23.0,4,135.0,0.0,0.0,4
29909,2013,5,31,4,1,58.0,5.0,35.13,1003.0,21.0,4,146.0,0.0,0.0,4
29911,2013,5,31,6,1,58.0,7.0,40.34,1003.0,21.0,3,7.0,0.0,0.0,4
29918,2013,5,31,13,1,53.0,7.0,23.66,1002.0,30.0,4,51.0,0.0,0.0,3
29919,2013,5,31,14,1,54.0,7.0,22.35,1002.0,31.0,4,59.0,0.0,0.0,3
29920,2013,5,31,15,1,52.0,10.0,28.99,1002.0,30.0,4,68.0,0.0,0.0,3
29922,2013,5,31,17,1,64.0,10.0,32.54,1001.0,28.0,4,83.0,0.0,0.0,4
29923,2013,5,31,18,1,76.0,8.0,30.14,1001.0,27.0,4,90.0,0.0,0.0,4
29925,2013,5,31,20,1,120.0,8.0,38.24,1002.0,23.0,4,101.0,0.0,0.0,4
29926,2013,5,31,21,1,140.0,7.0,40.34,1004.0,21.0,4,104.0,0.0,0.0,4
29927,2013,5,31,22,1,128.0,8.0,48.87,1005.0,19.0,4,106.0,0.0,0.0,4
29928,2013,5,31,23,1,119.0,10.0,55.93,1004.0,19.0,4,109.0,0.0,0.0,4
29929,2013,6,1,0,2,129.0,10.0,59.54,1004.0,18.0,4,112.0,0.0,0.0,4
29930,2013,6,1,1,2,130.0,9.0,55.67,1004.0,18.0,3,3.0,0.0,0.0,4
29931,2013,6,1,2,2,119.0,9.0,59.29,1004.0,17.0,4,3.0,0.0,0.0,4
29932,2013,6,1,3,2,126.0,9.0,59.29,1004.0,17.0,4,5.0,0.0,0.0,4
29934,2013,6,1,5,2,120.0,9.0,63.18,1006.0,16.0,4,9.0,0.0,0.0,4
29935,2013,6,1,6,2,117.0,10.0,63.41,1006.0,17.0,4,11.0,0.0,0.0,4
29936,2013,6,1,7,2,129.0,9.0,49.15,1007.0,20.0,4,15.0,0.0,0.0,4
29937,2013,6,1,8,2,153.0,10.0,52.56,1007.0,20.0,4,20.0,0.0,0.0,5
29938,2013,6,1,9,2,124.0,11.0,52.83,1007.0,21.0,4,24.0,0.0,0.0,4
29939,2013,6,1,10,2,84.0,11.0,49.7,1008.0,22.0,4,25.0,0.0,0.0,4
29940,2013,6,1,11,2,35.0,11.0,44.04,1008.0,24.0,4,27.0,0.0,0.0,2
29941,2013,6,1,12,2,29.0,10.0,38.82,1008.0,25.0,4,30.0,0.0,0.0,2
29942,2013,6,1,13,2,7.0,6.0,27.87,1007.0,26.0,1,2.0,0.0,0.0,1
29943,2013,6,1,14,2,3.0,6.0,26.28,1007.0,27.0,2,4.0,0.0,0.0,1
29944,2013,6,1,15,2,3.0,0.0,17.18,1007.0,27.0,2,7.0,0.0,0.0,1
29945,2013,6,1,16,2,3.0,-1.0,15.06,1007.0,28.0,2,11.0,0.0,0.0,1
29947,2013,6,1,18,2,13.0,-2.0,15.73,1007.0,26.0,2,18.0,0.0,0.0,2
29948,2013,6,1,19,2,15.0,-2.0,17.72,1008.0,24.0,2,20.0,0.0,0.0,2
29949,2013,6,1,20,2,18.0,-1.0,21.52,1008.0,22.0,1,4.0,0.0,0.0,2
29950,2013,6,1,21,2,13.0,0.0,26.17,1009.0,20.0,1,8.0,0.0,0.0,2
29951,2013,6,1,22,2,17.0,0.0,27.85,1009.0,19.0,1,11.0,0.0,0.0,2
29952,2013,6,1,23,2,20.0,1.0,29.94,1009.0,19.0,3,2.0,0.0,0.0,2
29953,2013,6,2,0,2,39.0,0.0,29.65,1009.0,18.0,1,2.0,0.0,0.0,3
29954,2013,6,2,1,2,47.0,2.0,41.43,1009.0,15.0,4,1.0,0.0,0.0,3
29955,2013,6,2,2,2,56.0,1.0,38.56,1009.0,15.0,1,2.0,0.0,0.0,4
29956,2013,6,2,3,2,84.0,3.0,50.65,1009.0,13.0,1,5.0,0.0,0.0,4
29957,2013,6,2,4,2,111.0,3.0,54.08,1009.0,12.0,1,9.0,0.0,0.0,4
29958,2013,6,2,5,2,117.0,4.0,58.03,1010.0,12.0,1,10.0,0.0,0.0,4
29960,2013,6,2,7,2,86.0,5.0,42.32,1010.0,18.0,3,3.0,0.0,0.0,4
29961,2013,6,2,8,2,47.0,3.0,28.71,1010.0,22.0,3,5.0,0.0,0.0,3
29962,2013,6,2,9,2,24.0,2.0,22.32,1009.0,25.0,3,11.0,0.0,0.0,2
29963,2013,6,2,10,2,11.0,0.0,16.2,1008.0,28.0,3,16.0,0.0,0.0,1
29964,2013,6,2,11,2,7.0,-1.0,14.21,1008.0,29.0,3,19.0,0.0,0.0,1
29965,2013,6,2,12,2,3.0,-1.0,13.42,1007.0,30.0,3,22.0,0.0,0.0,1
29968,2013,6,2,15,2,3.0,-1.0,12.68,1005.0,31.0,3,30.0,0.0,0.0,1
29969,2013,6,2,16,2,9.0,-2.0,12.47,1004.0,30.0,4,1.0,0.0,0.0,1
29970,2013,6,2,17,2,8.0,0.0,14.44,1003.0,30.0,3,2.0,0.0,0.0,1
29971,2013,6,2,18,2,17.0,0.0,16.2,1003.0,28.0,3,4.0,0.0,0.0,2
29972,2013,6,2,19,2,26.0,3.0,22.59,1003.0,26.0,4,2.0,0.0,0.0,2
29973,2013,6,2,20,2,68.0,6.0,33.34,1004.0,23.0,4,4.0,0.0,0.0,4
29974,2013,6,2,21,2,78.0,8.0,38.24,1004.0,23.0,4,6.0,0.0,0.0,4
